id,x,y
2460,33967,133750
2461,33967,134134
2462,33967,134350
2463,33967,134517
2464,33967,134600
2465,33967,135084
2466,33967,135150
2467,33967,135217
2468,33967,135734
2469,33967,136100
2470,33967,136184
2471,33975,132634
2472,33984,130934
2473,33984,130984
2474,33984,131350
2475,33984,131800
2476,33984,131884
2477,33984,132617
2478,33984,133317
2479,33984,133550
2480,33984,133584
2481,33984,134017
2482,33984,134367
2483,33984,134400
2484,33984,134617
2485,33984,134634
2486,33984,135100
2487,33984,135367
2488,33984,135417
2489,33984,135567
2490,33984,135784
2491,33984,136050
2492,34000,131434
2493,34000,131534
2494,34000,131867
2495,34000,132000
2496,34000,132800
2497,34000,133734
2498,34000,134584
2499,34000,136200
2500,34000,136250
2501,34003,131184
2502,34006,131358
2503,34017,130917
2504,34017,130934
2505,34017,131184
2506,34017,131334
2507,34017,131517
2508,34017,131584
2509,34017,131834
2510,34017,132417
2511,34017,133034
2512,34017,133567
2513,34017,133784
2514,34017,133800
2515,34017,134584
2516,34017,135950
2517,34017,136250
2518,34034,131100
2519,34034,131217
2520,34034,131284
2521,34034,131584
2522,34034,131817
2523,34034,131867
2524,34034,131900
2525,34034,131934
2526,34034,131984
2527,34034,132117
2528,34034,132217
2529,34034,132850
2530,34034,133017
2531,34034,133867
2532,34034,133884
2533,34034,133934
2534,34034,133967
2535,34034,134034
2536,34034,134067
2537,34034,134217
2538,34034,134467
2539,34034,135184
2540,34034,135784
2541,34034,135967
2542,34050,131484
2543,34050,131567
2544,34050,131634
2545,34050,131800
2546,34050,131817
2547,34050,131984
2548,34050,132884
2549,34050,133000
2550,34050,133017
2551,34050,134100
2552,34050,134167
2553,34050,134250
2554,34050,134584
2555,34050,135334
2556,34050,139484
2557,34050,139534
2558,34067,131034
2559,34067,131167
2560,34067,131250
2561,34067,131567
2562,34067,131684
2563,34067,131734
2564,34067,131750
2565,34067,131784
2566,34067,132200
2567,34067,132550
2568,34067,132934
2569,34067,133000
2570,34067,133634
2571,34067,134150
2572,34067,134234
2573,34067,134317
2574,34067,134350
2575,34067,134434
2576,34067,134467
2577,34067,134500
2578,34067,134550
2579,34067,134567
2580,34067,135250
2581,34067,136200
2582,34084,130950
2583,34084,131667
2584,34084,131717
2585,34084,131900
2586,34084,132050
2587,34084,132084
2588,34084,132450
2589,34084,132984
2590,34084,133017
2591,34084,133884
2592,34084,134284
2593,34084,134467
2594,34084,134517
2595,34084,134550
2596,34084,135100
2597,34084,135117
2598,34084,135284
2599,34084,135434
2600,34084,135750
2601,34084,139484
2602,34096,130879
2603,34100,129217
2604,34100,131034
2605,34100,131134
2606,34100,131400
2607,34100,131784
2608,34100,131917
2609,34100,132500
2610,34100,132517
2611,34100,132550
2612,34100,132934
2613,34100,132967
2614,34100,133184
2615,34100,133917
2616,34100,134317
2617,34100,134350
2618,34100,134384
2619,34100,135134
2620,34100,135150
2621,34100,135984
2622,34100,136217
2623,34100,136234
2624,34100,139500
2625,34105,129229
2626,34107,130790
2627,34117,129250
2628,34117,130867
2629,34117,131217
2630,34117,131284
2631,34117,131600
2632,34117,131867
2633,34117,132500
2634,34117,132967
2635,34117,133534
2636,34117,133650
2637,34117,133734
2638,34117,133817
2639,34117,134334
2640,34117,134400
2641,34117,134550
2642,34117,134584
2643,34117,135134
2644,34117,135167
2645,34117,136300
2646,34117,139517
2647,34118,129187
2648,34134,130884
2649,34134,131517
2650,34134,131534
2651,34134,131717
2652,34134,131817
2653,34134,131834
2654,34134,132150
2655,34134,132192
2656,34134,132500
2657,34134,133867
2658,34134,134467
2659,34134,135134
2660,34134,135167
2661,34134,135217
2662,34134,135517
2663,34134,135767
2664,34134,139534
2665,34150,129184
2666,34150,129267
2667,34150,131000
2668,34150,131350
2669,34150,131967
2670,34150,132050
2671,34150,132184
2672,34150,132500
2673,34150,132517
2674,34150,133034
2675,34150,133084
2676,34150,133650
2677,34150,133784
2678,34150,133817
2679,34150,134500
2680,34150,134517
2681,34150,135200
2682,34150,135267
2683,34150,135350
2684,34167,129200
2685,34167,131217
2686,34167,131484
2687,34167,131700
2688,34167,131750
2689,34167,132217
2690,34167,132450
2691,34167,132484
2692,34167,132500
2693,34167,132667
2694,34167,133067
2695,34167,133917
2696,34167,134084
2697,34167,134817
2698,34167,135300
2699,34167,136284
2700,34175,132800
2701,34175,132867
2702,34179,130933
2703,34184,129184
2704,34184,129284
2705,34184,130934
2706,34184,131150
2707,34184,131650
2708,34184,131867
2709,34184,132167
2710,34184,132234
2711,34184,132517
2712,34184,132534
2713,34184,132684
2714,34184,132750
2715,34184,132800
2716,34184,132850
2717,34184,132867
2718,34184,132884
2719,34184,133717
2720,34184,133817
2721,34184,134617
2722,34184,135150
2723,34184,135167
2724,34184,135200
2725,34184,136317
2726,34200,131084
2727,34200,131917
2728,34200,132217
2729,34200,132450
2730,34200,132484
2731,34200,132567
2732,34200,132725
2733,34200,132950
2734,34200,133117
2735,34200,133634
2736,34200,133984
2737,34200,134317
2738,34200,134584
2739,34200,134734
2740,34200,134800
2741,34200,135317
2742,34200,135734
2743,34200,135817
2744,34200,135984
2745,34200,136334
2746,34200,139134
2747,34203,129290
2748,34217,130933
2749,34217,129300
2750,34217,131167
2751,34217,131234
2752,34217,131284
2753,34217,131334
2754,34217,131550
2755,34217,131667
2756,34217,132017
2757,34217,132100
2758,34217,132617
2759,34217,132625
2760,34217,132634
2761,34217,132650
2762,34217,132900
2763,34217,132984
2764,34217,133050
2765,34217,133067
2766,34217,133184
2767,34217,133667
2768,34217,134400
2769,34217,134484
2770,34217,134734
2771,34217,135184
2772,34217,135200
2773,34217,135584
2774,34217,136400
2775,34234,129200
2776,34234,129217
2777,34234,129317
2778,34234,131350
2779,34234,131500
2780,34234,131817
2781,34234,131850
2782,34234,132217
2783,34234,132467
2784,34234,132484
2785,34234,132567
2786,34234,132600
2787,34234,132617
2788,34234,132700
2789,34234,132717
2790,34234,132850
2791,34234,132917
2792,34234,133584
2793,34234,133617
2794,34234,133784
2795,34234,134850
2796,34234,135167
2797,34234,135217
2798,34234,135317
2799,34234,135850
2800,34234,136267
2801,34242,133150
2802,34250,131034
2803,34250,131534
2804,34250,132234
2805,34250,132384
2806,34250,132434
2807,34250,132484
2808,34250,132534
2809,34250,132617
2810,34250,133000
2811,34250,133034
2812,34250,133200
2813,34250,133617
2814,34250,133784
2815,34250,133917
2816,34250,133950
2817,34250,134300
2818,34250,134334
2819,34250,134684
2820,34250,134717
2821,34250,134750
2822,34250,134917
2823,34250,135134
2824,34250,135267
2825,34250,135317
2826,34250,135350
2827,34250,135434
2828,34250,136050
2829,34250,136367
2830,34250,136467
2831,34250,136500
2832,34250,136800
2833,34250,136834
2834,34250,136850
2835,34252,130913
2836,34259,132917
2837,34259,133117
2838,34265,129314
2839,34267,129200
2840,34267,129284
2841,34267,131200
2842,34267,131267
2843,34267,131350
2844,34267,131950
2845,34267,132917
2846,34267,133034
2847,34267,133200
2848,34267,133217
2849,34267,133634
2850,34267,133750
2851,34267,134084
2852,34267,134167
2853,34267,134667
2854,34267,135067
2855,34267,135234
2856,34267,135250
2857,34267,135267
2858,34267,135384
2859,34267,135400
2860,34267,135434
2861,34267,135467
2862,34267,135484
2863,34267,136500
2864,34267,136534
2865,34267,136767
2866,34267,136867
2867,34267,136900
2868,34274,130894
2869,34278,129358
2870,34284,129217
2871,34284,129300
2872,34284,130950
2873,34284,131467
2874,34284,131767
2875,34284,132034
2876,34284,132267
2877,34284,132434
2878,34284,132517
2879,34284,132567
2880,34284,132734
2881,34284,132742
2882,34284,132750
2883,34284,132934
2884,34284,133034
2885,34284,133117
2886,34284,133184
2887,34284,133784
2888,34284,134000
2889,34284,134250
2890,34284,134267
2891,34284,134667
2892,34284,134767
2893,34284,134950
2894,34284,135300
2895,34284,135467
2896,34284,135567
2897,34284,136517
2898,34284,136567
2899,34284,136684
2900,34284,136884
2901,34300,129250
2902,34300,131134
2903,34300,131584
2904,34300,132300
2905,34300,132317
2906,34300,132434
2907,34300,132900
2908,34300,133084
2909,34300,133134
2910,34300,133167
2911,34300,133667
2912,34300,133817
2913,34300,133934
2914,34300,133984
2915,34300,134250
2916,34300,135517
2917,34300,135550
2918,34300,135600
2919,34300,135617
2920,34300,135800
2921,34300,135850
2922,34300,136234
2923,34300,136584
2924,34300,136750
2925,34305,130891
2926,34309,130898
2927,34310,129222
2928,34317,129217
2929,34317,129284
2930,34317,132300
2931,34317,132567
2932,34317,132684
2933,34317,132817
2934,34317,132825
2935,34317,133100
2936,34317,133167
2937,34317,133850
2938,34317,133867
2939,34317,134167
2940,34317,134700
2941,34317,134734
2942,34317,134834
2943,34317,134850
2944,34317,135117
2945,34317,135150
2946,34317,135617
2947,34317,135767
2948,34317,136400
2949,34317,136650
2950,34317,136834
2951,34317,139217
2952,34334,129300
2953,34334,129367
2954,34334,130934
2955,34334,131084
2956,34334,131417
2957,34334,131517
2958,34334,131717
2959,34334,132317
2960,34334,132500
2961,34334,132517
2962,34334,132884
2963,34334,132934
2964,34334,132984
2965,34334,133150
2966,34334,133184
2967,34334,133434
2968,34334,133634
2969,34334,133900
2970,34334,133917
2971,34334,134050
2972,34334,134067
2973,34334,134234
2974,34334,135167
2975,34334,135700
2976,34334,136634
2977,34334,136650
2978,34334,136700
2979,34334,136884
2980,34342,132917
2981,34342,133059
2982,34350,129250
2983,34350,129317
2984,34350,129367
2985,34350,130850
2986,34350,130867
2987,34350,130900
2988,34350,130967
2989,34350,131300
2990,34350,131634
2991,34350,131934
2992,34350,132217
2993,34350,132234
2994,34350,132334
2995,34350,132534
2996,34350,133284
2997,34350,133300
2998,34350,133584
2999,34350,133784
3000,34350,133850
3001,34350,134000
3002,34350,134050
3003,34350,134900
3004,34350,135234
3005,34350,135284
3006,34350,135700
3007,34350,136417
3008,34350,136684
3009,34350,136750
3010,34367,129284
3011,34367,129317
3012,34367,129384
3013,34367,131034
3014,34367,131067
3015,34367,131184
3016,34367,131250
3017,34367,131700
3018,34367,132000
3019,34367,132134
3020,34367,132367
3021,34367,132434
3022,34367,132450
3023,34367,132467
3024,34367,132484
3025,34367,132500
3026,34367,132534
3027,34367,132550
3028,34367,133267
3029,34367,133550
3030,34367,133684
3031,34367,133700
3032,34367,133917
3033,34367,133950
3034,34367,134100
3035,34367,134750
3036,34367,134767
3037,34367,135234
3038,34367,135267
3039,34367,135284
3040,34367,135784
3041,34367,135800
3042,34367,136334
3043,34367,136417
3044,34367,136817
3045,34367,136867
3046,34367,139250
3047,34384,129367
3048,34384,131050
3049,34384,131100
3050,34384,131200
3051,34384,131250
3052,34384,131284
3053,34384,131350
3054,34384,131600
3055,34384,132434
3056,34384,132467
3057,34384,133067
3058,34384,133084
3059,34384,133100
3060,34384,133134
3061,34384,133217
3062,34384,133284
3063,34384,133384
3064,34384,133784
3065,34384,134050
3066,34384,134134
3067,34384,135284
3068,34384,135784
3069,34384,135817
3070,34384,135934
3071,34384,136400
3072,34384,136817
3073,34384,136900
3074,34400,129284
3075,34400,129317
3076,34400,129367
3077,34400,130950
3078,34400,131050
3079,34400,131134
3080,34400,131334
3081,34400,131417
3082,34400,131717
3083,34400,131900
3084,34400,132417
3085,34400,132450
3086,34400,132467
3087,34400,132584
3088,34400,132800
3089,34400,132850
3090,34400,132900
3091,34400,132984
3092,34400,133084
3093,34400,133100
3094,34400,133167
3095,34400,133200
3096,34400,133667
3097,34400,134817
3098,34400,135284
3099,34400,135317
3100,34400,135350
3101,34400,135367
3102,34400,135434
3103,34400,135850
3104,34400,136217
3105,34400,136417
3106,34400,136434
3107,34400,136617
3108,34417,129284
3109,34417,129300
3110,34417,129367
3111,34417,131000
3112,34417,131250
3113,34417,131367
3114,34417,131684
3115,34417,131750
3116,34417,131834
3117,34417,132300
3118,34417,132584
3119,34417,132750
3120,34417,133200
3121,34417,133317
3122,34417,133384
3123,34417,134050
3124,34417,134234
3125,34417,134784
3126,34417,134867
3127,34417,134900
3128,34417,135317
3129,34417,135717
3130,34417,135934
3131,34417,135984
3132,34417,136134
3133,34417,136834
3134,34417,139284
3135,34434,129317
3136,34434,130984
3137,34434,131484
3138,34434,132300
3139,34434,132467
3140,34434,133250
3141,34434,133267
3142,34434,133784
3143,34434,134900
3144,34434,135367
3145,34434,135567
3146,34434,135717
3147,34434,135734
3148,34434,135750
3149,34434,135800
3150,34434,136334
3151,34434,136634
3152,34434,136917
3153,34450,132217
3154,34450,132467
3155,34450,132817
3156,34450,133184
3157,34450,133200
3158,34450,133250
3159,34450,133267
3160,34450,133484
3161,34450,133517
3162,34450,133784
3163,34450,133900
3164,34450,133917
3165,34450,133934
3166,34450,134000
3167,34450,134317
3168,34450,134784
3169,34450,134917
3170,34450,135350
3171,34450,135384
3172,34450,135567
3173,34450,135734
3174,34450,135767
3175,34450,135934
3176,34450,136000
3177,34450,136384
3178,34450,136650
3179,34454,129373
3180,34467,129284
3181,34467,131534
3182,34467,131667
3183,34467,131767
3184,34467,132884
3185,34467,133067
3186,34467,133350
3187,34467,133800
3188,34467,133850
3189,34467,133867
3190,34467,134117
3191,34467,134150
3192,34467,134300
3193,34467,134834
3194,34467,134850
3195,34467,134934
3196,34467,135367
3197,34467,135484
3198,34467,135800
3199,34467,135934
3200,34467,135967
3201,34467,136400
3202,34467,136717
3203,34484,129400
3204,34484,131400
3205,34484,131617
3206,34484,131717
3207,34484,131800
3208,34484,132150
3209,34484,132284
3210,34484,132517
3211,34484,132534
3212,34484,133334
3213,34484,133367
3214,34484,133517
3215,34484,133584
3216,34484,133934
3217,34484,133950
3218,34484,134067
3219,34484,134100
3220,34484,134184
3221,34484,134234
3222,34484,134900
3223,34484,134967
3224,34484,135384
3225,34484,135400
3226,34484,135434
3227,34484,135584
3228,34484,135717
3229,34484,135750
3230,34484,135767
3231,34484,135784
3232,34484,136100
3233,34484,136550
3234,34484,136634
3235,34484,136700
3236,34484,136850
3237,34484,136867
3238,34500,131284
3239,34500,131467
3240,34500,132584
3241,34500,132667
3242,34500,133217
3243,34500,133417
3244,34500,133500
3245,34500,133767
3246,34500,135400
3247,34500,135434
3248,34500,135600
3249,34500,135734
3250,34500,135784
3251,34500,135800
3252,34500,135850
3253,34500,136234
3254,34500,136550
3255,34500,136667
3256,34500,136700
3257,34500,136784
3258,34500,136834
3259,34500,136900
3260,34510,129315
3261,34517,129434
3262,34517,131600
3263,34517,132517
3264,34517,132917
3265,34517,133150
3266,34517,133234
3267,34517,133367
3268,34517,133484
3269,34517,133634
3270,34517,134167
3271,34517,134884
3272,34517,134984
3273,34517,135417
3274,34517,135434
3275,34517,135450
3276,34517,135550
3277,34517,135650
3278,34517,135750
3279,34517,135784
3280,34517,135800
3281,34517,135850
3282,34517,135900
3283,34517,136567
3284,34517,136650
3285,34517,136667
3286,34517,136734
3287,34517,136867
3288,34517,136900
3289,34517,139284
3290,34534,129334
3291,34534,129450
3292,34534,131500
3293,34534,131734
3294,34534,131834
3295,34534,132400
3296,34534,132784
3297,34534,132917
3298,34534,132950
3299,34534,132967
3300,34534,133034
3301,34534,133384
3302,34534,133500
3303,34534,133584
3304,34534,133667
3305,34534,133734
3306,34534,134284
3307,34534,134350
3308,34534,134884
3309,34534,135450
3310,34534,135467
3311,34534,135517
3312,34534,135900
3313,34534,135950
3314,34534,136634
3315,34534,136700
3316,34534,136717
3317,34550,131634
3318,34550,131717
3319,34550,132334
3320,34550,132450
3321,34550,133117
3322,34550,133217
3323,34550,133267
3324,34550,133717
3325,34550,133734
3326,34550,133834
3327,34550,133934
3328,34550,134017
3329,34550,134934
3330,34550,134950
3331,34550,134984
3332,34550,135450
3333,34550,135567
3334,34550,135617
3335,34550,135800
3336,34550,135850
3337,34550,136334
3338,34550,136517
3339,34550,136584
3340,34550,136650
3341,34550,136667
3342,34550,136684
3343,34553,129457
3344,34563,129295
3345,34567,129300
3346,34567,129317
3347,34567,131550
3348,34567,132017
3349,34567,132184
3350,34567,132234
3351,34567,132250
3352,34567,132817
3353,34567,132834
3354,34567,133234
3355,34567,133267
3356,34567,133334
3357,34567,133350
3358,34567,133384
3359,34567,133684
3360,34567,133817
3361,34567,134017
3362,34567,135467
3363,34567,135550
3364,34567,135600
3365,34567,135634
3366,34567,135750
3367,34567,135834
3368,34567,136017
3369,34567,136384
3370,34567,136534
3371,34584,129467
3372,34584,131684
3373,34584,131900
3374,34584,133050
3375,34584,133434
3376,34584,133450
3377,34584,133767
3378,34584,133967
3379,34584,134017
3380,34584,134084
3381,34584,134117
3382,34584,135467
3383,34584,135484
3384,34584,135500
3385,34584,135550
3386,34584,135617
3387,34584,135700
3388,34584,135834
3389,34584,136167
3390,34584,136417
3391,34584,136550
3392,34584,136584
3393,34584,136600
3394,34584,137050
3395,34600,129434
3396,34600,131700
3397,34600,131950
3398,34600,132317
3399,34600,132484
3400,34600,133467
3401,34600,133484
3402,34600,133534
3403,34600,133767
3404,34600,133834
3405,34600,133867
3406,34600,133984
3407,34600,134034
3408,34600,135450
3409,34600,135467
3410,34600,135484
3411,34600,135517
3412,34600,135717
3413,34600,135750
3414,34600,135800
3415,34600,135834
3416,34600,135850
3417,34600,135884
3418,34600,136067
3419,34600,136134
3420,34600,136500
3421,34600,136517
3422,34600,137150
3423,34600,137184
3424,34600,138217
3425,34600,138234
3426,34600,138834
3427,34617,129350
3428,34617,131600
3429,34617,131800
3430,34617,132317
3431,34617,132650
3432,34617,132934
3433,34617,133450
3434,34617,133467
3435,34617,133584
3436,34617,133684
3437,34617,133950
3438,34617,134134
3439,34617,134167
3440,34617,135450
3441,34617,135467
3442,34617,135484
3443,34617,135500
3444,34617,135517
3445,34617,135600
3446,34617,135734
3447,34617,135750
3448,34617,135817
3449,34617,135967
3450,34617,136084
3451,34617,136117
3452,34617,136317
3453,34617,136384
3454,34617,136467
3455,34617,136534
3456,34617,137117
3457,34617,137200
3458,34617,138200
3459,34617,138800
3460,34634,129334
3461,34634,129399
3462,34634,129450
3463,34634,131650
3464,34634,132084
3465,34634,132450
3466,34634,132517
3467,34634,132634
3468,34634,133000
3469,34634,133017
3470,34634,133067
3471,34634,133717
3472,34634,133850
3473,34634,133934
3474,34634,134984
3475,34634,135050
3476,34634,135134
3477,34634,135450
3478,34634,135467
3479,34634,135484
3480,34634,135584
3481,34634,135784
3482,34634,135800
3483,34634,137084
3484,34634,138200
3485,34634,138884
3486,34650,129467
3487,34650,131667
3488,34650,132967
3489,34650,133300
3490,34650,133784
3491,34650,133917
3492,34650,134034
3493,34650,134167
3494,34650,134517
3495,34650,134950
3496,34650,134967
3497,34650,135134
3498,34650,135167
3499,34650,135184
3500,34650,135417
3501,34650,135434
3502,34650,135467
3503,34650,135484
3504,34650,135517
3505,34650,135534
3506,34650,135584
3507,34650,136134
3508,34650,136367
3509,34650,136517
3510,34650,136550
3511,34650,137084
3512,34650,137150
3513,34650,137200
3514,34650,138034
3515,34650,138084
3516,34650,138134
3517,34650,138784
3518,34650,138850
3519,34650,138967
3520,34652,129465
3521,34656,129482
3522,34667,129417
3523,34667,129434
3524,34667,131700
3525,34667,131734
3526,34667,131850
3527,34667,131900
3528,34667,132000
3529,34667,132550
3530,34667,132700
3531,34667,133650
3532,34667,133750
3533,34667,133834
3534,34667,133917
3535,34667,133934
3536,34667,134534
3537,34667,134700
3538,34667,134917
3539,34667,135167
3540,34667,135184
3541,34667,135434
3542,34667,135467
3543,34667,135484
3544,34667,135500
3545,34667,135517
3546,34667,135584
3547,34667,135834
3548,34667,135950
3549,34667,136167
3550,34667,136334
3551,34667,136350
3552,34667,136434
3553,34667,136450
3554,34667,136467
3555,34667,136500
3556,34667,137267
3557,34667,137400
3558,34667,137417
3559,34667,137800
3560,34667,137884
3561,34667,137984
3562,34667,138200
3563,34667,138784
3564,34667,138900
3565,34667,138950
3566,34674,129470
3567,34684,129450
3568,34684,129467
3569,34684,131784
3570,34684,132017
3571,34684,132534
3572,34684,132667
3573,34684,132767
3574,34684,132834
3575,34684,133184
3576,34684,133400
3577,34684,133500
3578,34684,133534
3579,34684,133934
3580,34684,134217
3581,34684,134950
3582,34684,135150
3583,34684,135167
3584,34684,135184
3585,34684,135200
3586,34684,135217
3587,34684,135400
3588,34684,135450
3589,34684,135467
3590,34684,135484
3591,34684,135500
3592,34684,135517
3593,34684,135534
3594,34684,135567
3595,34684,135617
3596,34684,135700
3597,34684,135750
3598,34684,135834
3599,34684,136034
3600,34684,136050
3601,34684,136217
3602,34684,136500
3603,34684,137500
3604,34684,137550
3605,34684,137567
3606,34684,137617
3607,34684,137634
3608,34684,137667
3609,34684,137750
3610,34684,137984
3611,34684,138200
3612,34684,138767
3613,34684,138967
3614,34684,139384
3615,34684,139400
3616,34684,139417
3617,34684,139434
3618,34700,132067
3619,34700,132184
3620,34700,132417
3621,34700,132500
3622,34700,132750
3623,34700,133034
3624,34700,133117
3625,34700,133250
3626,34700,133567
3627,34700,133734
3628,34700,134200
3629,34700,134867
3630,34700,134884
3631,34700,135067
3632,34700,135200
3633,34700,135217
3634,34700,135400
3635,34700,135434
3636,34700,135484
3637,34700,135500
3638,34700,135550
3639,34700,135617
3640,34700,135934
3641,34700,136400
3642,34700,136500
3643,34700,136517
3644,34700,136934
3645,34700,136967
3646,34700,137350
3647,34700,137734
3648,34700,137850
3649,34700,138934
3650,34717,131867
3651,34717,132234
3652,34717,132434
3653,34717,132634
3654,34717,132884
3655,34717,133000
3656,34717,133300
3657,34717,133650
3658,34717,134850
3659,34717,134884
3660,34717,134950
3661,34717,135250
3662,34717,135300
3663,34717,135334
3664,34717,135417
3665,34717,135484
3666,34717,135517
3667,34717,135534
3668,34717,135550
3669,34717,135950
3670,34717,136517
3671,34717,136900
3672,34717,136967
3673,34717,137384
3674,34717,137450
3675,34717,137550
3676,34717,137767
3677,34717,137867
3678,34717,138084
3679,34717,138800
3680,34717,138867
3681,34717,138967
3682,34717,139350
3683,34734,132234
3684,34734,132700
3685,34734,133184
3686,34734,133400
3687,34734,133484
3688,34734,133800
3689,34734,134034
3690,34734,134117
3691,34734,134184
3692,34734,134200
3693,34734,134267
3694,34734,135017
3695,34734,135284
3696,34734,135317
3697,34734,135334
3698,34734,135450
3699,34734,135484
3700,34734,135500
3701,34734,135567
3702,34734,135584
3703,34734,135600
3704,34734,135817
3705,34734,135950
3706,34734,136367
3707,34734,136517
3708,34734,136867
3709,34734,137367
3710,34734,137434
3711,34734,137600
3712,34734,137800
3713,34734,137817
3714,34734,138217
3715,34734,138750
3716,34734,138767
3717,34734,138984
3718,34750,131884
3719,34750,131984
3720,34750,132284
3721,34750,132367
3722,34750,132617
3723,34750,133600
3724,34750,134084
3725,34750,134400
3726,34750,134800
3727,34750,135417
3728,34750,135534
3729,34750,135817
3730,34750,135867
3731,34750,135934
3732,34750,136134
3733,34750,136217
3734,34750,136534
3735,34750,137367
3736,34750,137767
3737,34750,137917
3738,34750,138084
3739,34750,138250
3740,34750,138784
3741,34750,139017
3742,34750,139350
3743,34767,131150
3744,34767,131967
3745,34767,132067
3746,34767,132467
3747,34767,132484
3748,34767,132600
3749,34767,132717
3750,34767,132917
3751,34767,132967
3752,34767,133284
3753,34767,133334
3754,34767,134384
3755,34767,134434
3756,34767,134500
3757,34767,134734
3758,34767,134784
3759,34767,134800
3760,34767,134850
3761,34767,135167
3762,34767,135417
3763,34767,135684
3764,34767,136050
3765,34767,136284
3766,34767,136850
3767,34767,136900
3768,34767,137167
3769,34767,137384
3770,34767,137567
3771,34767,137650
3772,34767,137717
3773,34767,137800
3774,34767,137984
3775,34767,138017
3776,34767,138767
3777,34767,138950
3778,34767,139034
3779,34784,132200
3780,34784,133067
3781,34784,133550
3782,34784,133617
3783,34784,133850
3784,34784,134017
3785,34784,134534
3786,34784,134584
3787,34784,134600
3788,34784,134700
3789,34784,134717
3790,34784,134734
3791,34784,134767
3792,34784,135384
3793,34784,135400
3794,34784,135467
3795,34784,135484
3796,34784,135500
3797,34784,135534
3798,34784,135667
3799,34784,135684
3800,34784,136100
3801,34784,136467
3802,34784,136550
3803,34784,136867
3804,34784,137184
3805,34784,137334
3806,34784,137384
3807,34784,137400
3808,34784,137900
3809,34784,138067
3810,34784,138250
3811,34784,138300
3812,34784,139384
3813,34784,139417
3814,34800,132850
3815,34800,133167
3816,34800,133434
3817,34800,133684
3818,34800,133934
3819,34800,134134
3820,34800,134267
3821,34800,134467
3822,34800,134567
3823,34800,134617
3824,34800,134634
3825,34800,134667
3826,34800,134750
3827,34800,134900
3828,34800,134917
3829,34800,134984
3830,34800,135000
3831,34800,135250
3832,34800,135350
3833,34800,135400
3834,34800,135417
3835,34800,135534
3836,34800,135634
3837,34800,135700
3838,34800,135800
3839,34800,136167
3840,34800,136417
3841,34800,136867
3842,34800,136917
3843,34800,137017
3844,34800,137067
3845,34800,137184
3846,34800,137250
3847,34800,137367
3848,34800,137550
3849,34800,137650
3850,34800,137717
3851,34800,137784
3852,34800,137900
3853,34800,138084
3854,34800,138300
3855,34800,138767
3856,34800,139067
3857,34817,131967
3858,34817,132684
3859,34817,132817
3860,34817,133050
3861,34817,133567
3862,34817,133750
3863,34817,134167
3864,34817,134200
3865,34817,134384
3866,34817,134400
3867,34817,134467
3868,34817,134484
3869,34817,134534
3870,34817,134584
3871,34817,134700
3872,34817,134817
3873,34817,135100
3874,34817,135317
3875,34817,135417
3876,34817,135550
3877,34817,135567
3878,34817,135700
3879,34817,135767
3880,34817,135800
3881,34817,136517
3882,34817,136584
3883,34817,137067
3884,34817,137334
3885,34817,137400
3886,34817,137684
3887,34817,138117
3888,34817,138134
3889,34817,138184
3890,34817,138767
3891,34817,138817
3892,34834,132717
3893,34834,132850
3894,34834,132984
3895,34834,133600
3896,34834,134584
3897,34834,134600
3898,34834,135150
3899,34834,135467
3900,34834,135550
3901,34834,135600
3902,34834,135800
3903,34834,135850
3904,34834,136250
3905,34834,136300
3906,34834,136317
3907,34834,136867
3908,34834,137017
3909,34834,137234
3910,34834,137317
3911,34834,137667
3912,34834,137934
3913,34834,138150
3914,34834,138200
3915,34834,138767
3916,34834,139067
3917,34850,132017
3918,34850,132167
3919,34850,132267
3920,34850,132517
3921,34850,132550
3922,34850,133017
3923,34850,133084
3924,34850,133234
3925,34850,133817
3926,34850,134100
3927,34850,134450
3928,34850,134934
3929,34850,135450
3930,34850,135617
3931,34850,135767
3932,34850,136400
3933,34850,136450
3934,34850,136500
3935,34850,136550
3936,34850,136584
3937,34850,136617
3938,34850,136917
3939,34850,137017
3940,34850,137300
3941,34850,137500
3942,34850,137634
3943,34850,138250
3944,34867,132017
3945,34867,132050
3946,34867,132617
3947,34867,132784
3948,34867,132884
3949,34867,133167
3950,34867,133200
3951,34867,133467
3952,34867,133634
3953,34867,133700
3954,34867,133900
3955,34867,134017
3956,34867,134367
3957,34867,134550
3958,34867,134634
3959,34867,134717
3960,34867,134917
3961,34867,135234
3962,34867,135700
3963,34867,136050
3964,34867,136167
3965,34867,136534
3966,34867,136617
3967,34867,136984
3968,34867,137017
3969,34867,137050
3970,34867,137284
3971,34867,137817
3972,34867,138267
3973,34867,138334
3974,34867,139100
3975,34884,132084
3976,34884,132167
3977,34884,132217
3978,34884,132350
3979,34884,132434
3980,34884,132667
3981,34884,132784
3982,34884,132917
3983,34884,132950
3984,34884,133267
3985,34884,133767
3986,34884,135100
3987,34884,135234
3988,34884,135384
3989,34884,135684
3990,34884,135800
3991,34884,135834
3992,34884,136234
3993,34884,136467
3994,34884,136517
3995,34884,136584
3996,34884,136617
3997,34884,136850
3998,34884,136917
3999,34884,136934
4000,34884,136984
4001,34884,137017
4002,34884,138884
4003,34884,138934
4004,34900,132100
4005,34900,132550
4006,34900,132884
4007,34900,133017
4008,34900,133450
4009,34900,133584
4010,34900,134584
4011,34900,134750
4012,34900,135067
4013,34900,135400
